Symbol,Company Name,Industry,Prior Close,5 Day Chg,4 Week Chg,52 Week Chg,Mkt Cap
TINV,Tiga Acquisition Corp,Holding Companies,10.32,0.05%,0.00%,2.00%,$284.832M
TBLMY,Tiger Brands Ltd (ADR),Food & Tobacco,9.80,0.00%,9.00%,-29.00%,$1.767B
TTSH,Tile Shop Holdings Inc,Other Specialty Retailers,3.90,18.73%,41.00%,-47.00%,$203.802M
TLYS,Tilly's Inc,Other Specialty Retailers,7.97,-2.63%,-1.00%,-50.00%,$181.206M
TLRY,Tilray Inc,Pharmaceuticals,3.85,4.64%,10.00%,-71.00%,$2.065B
TIMB,Tim SA (ADR),Telecommunications Services,12.42,9.90%,6.00%,14.00%,$281.388M
TSBK,"Timberland Bancorp, Inc.",Banking Services,26.15,-0.19%,7.00%,-12.00%,$215.738M
TLRS,Timberline Resources Corp,Metals & Mining,0.19,-9.95%,25.00%,-9.00%,$26.271M
TKR,Timken Co,"Machinery, Equipment & Components",67.65,4.67%,22.00%,-16.00%,$4.969B
TMST,Timkensteel Corp,Metals & Mining,17.34,0.29%,-1.00%,2.00%,$801.542M
TMNA,Tingo Inc,Software & IT Services,0.95,-19.35%,35.00%,-83.00%,$1.166B
TIOA,Tio Tech A,Holding Companies,9.82,0.20%,1.00%,1.00%,$338.790M
TIPT,Tiptree Inc,Holding Companies,12.39,6.93%,11.00%,15.00%,$449.856M
TSIB,Tishman Speyer Innovation Corp II,Holding Companies,9.87,-0.10%,0.00%,1.00%,$296.100M
TWI,Titan International Inc,Automobiles & Auto Parts,15.38,4.99%,8.00%,68.00%,$963.665M
TITN,Titan Machinery Inc.,"Machinery, Equipment & Components",30.31,0.71%,28.00%,1.00%,$684.036M
TTNN,Titan NRG Inc,Freight & Logistics Services,0.19,7.98%,26.00%,22.00%,$11.986M
TTNP,"Titan Pharmaceuticals, Inc.",Pharmaceuticals,1.32,-2.99%,5.00%,-41.00%,$17.607M
TIVC,Tivic Health Systems Inc,Healthcare Equipment & Supplies,2.13,-24.73%,-8.00%,0.00%,$20.493M
TLSA,Tiziana Life Sciences Ltd - ADR,Biotechnology & Medical Research,0.72,-2.55%,2.00%,0.00%,$139.167M
TJX,TJX Companies Inc,Diversified Retail,64.41,-0.30%,4.00%,-11.00%,$75.465B
USCT,TKB Critical Technologies 1,Holding Companies,10.08,0.10%,0.00%,0.00%,$231.840M
TLGA,TLG Acquisition One Corp,Holding Companies,9.86,-0.10%,0.00%,2.00%,$394.480M
TLGY,TLGY Acquisition Corp,Holding Companies,10.01,-0.25%,0.00%,0.00%,$230.115M
TMC,TMC the metals company Inc,Metals & Mining,0.96,-1.28%,4.00%,0.00%,$218.233M
TOST,Toast Inc,Software & IT Services,18.15,10.54%,32.00%,0.00%,$5.143B
TOMDF,Todos Medical Ltd,Biotechnology & Medical Research,0.03,57.37%,152.00%,46.00%,$37.943M
TOFB,Tofutti Brands Inc.,Food & Tobacco,1.80,-5.26%,-8.00%,-44.00%,$9.277M
TKOMY,Tokio Marine Holdings Inc (ADR),Insurance,55.63,-4.97%,-2.00%,12.00%,$43.113B
TOL,Toll Brothers Inc,Homebuilding & Construction Supplies,49.49,3.40%,2.00%,-20.00%,$5.690B
TMBXF,Tombstone Exploration Corp.,Metals & Mining,0.65,48.57%,4.00%,-68.00%,$7.138M
TOMZ,TOMI Environmental Solutions Inc,Professional & Commercial Services  ,1.11,-2.88%,53.00%,-50.00%,$21.904M
TMP,Tompkins Financial Corporation,Banking Services,76.28,1.21%,4.00%,-6.00%,$1.108B
TMRAY,Tomra Systems ASA - ADR,"Machinery, Equipment & Components",25.05,0.00%,37.00%,-10.00%,$13.393B
TNXP,Tonix Pharmaceuticals Holding Corp,Biotechnology & Medical Research,1.37,-20.34%,10.00%,-94.00%,$58.994M
TNGL,Tonogold Resources Inc,Metals & Mining,0.07,0.00%,25.00%,-37.00%,$14.727M
TR,"Tootsie Roll Industries, Inc.",Food & Tobacco,34.75,-4.41%,-3.00%,2.00%,$1.403B
TOP,TOP Financial Group Ltd,Investment Banking & Investment Services,19.25,33.51%,-60.00%,0.00%,$673.750M
TOPS,TOP SHIPS Inc,Freight & Logistics Services,0.41,7.99%,8.00%,-71.00%,$16.327M
BLD^C12,TopBuild Corp,Construction & Engineering,201.55,-2.35%,12.00%,-11.00%,$6.526B
TOPPY,Toppan Inc - ADR,Professional & Commercial Services  ,8.37,0.00%,3.00%,-1.00%,$5.854B
TORM,TOR Minerals International Inc,Chemicals,2.80,36.59%,22.00%,22.00%,$9.918M
TTC,Toro Co,"Machinery, Equipment & Components",89.09,1.83%,10.00%,-23.00%,$9.316B
TD,Toronto-Dominion Bank,Banking Services,66.80,0.94%,10.00%,-4.00%,$123.077B
CURV,Torrid Holdings Inc,Other Specialty Retailers,6.25,41.61%,45.00%,-79.00%,$647.963M
TRTK,TORtec Group Corp,Chemicals,1.01,0.00%,0.00%,-19.00%,$101.076M
NDP,Tortoise Energy Independence Fund Inc,Collective Investments ,29.73,0.00%,12.00%,44.00%,$54.852M
TYG,Tortoise Energy Infrastructure Corp.,Collective Investments ,34.72,2.74%,17.00%,24.00%,$95.480M
NTG,Tortoise Midstream Energy Fund Inc,Collective Investments ,37.93,1.30%,16.00%,26.00%,$214.001M
TPZ,Tortoise Power & Energy Infrstrct Fd Inc,Collective Investments ,13.50,0.00%,6.00%,4.00%,$93.839M
TRTL,TortoiseEcofin Acquisition III Corp,Holding Companies,9.72,0.10%,0.00%,0.00%,$335.340M
TOSYY,Toshiba Corp (USA),Consumer Goods Conglomerates,19.02,-4.39%,1.00%,-7.00%,$16.477B
TTE,TotalEnergies SE (ADR),Oil & Gas,53.73,6.48%,9.00%,17.00%,$140.128B
TGNT,Totaligent Inc,Software & IT Services,0.02,-14.29%,-10.00%,-58.00%,$3.313M
TCNT,Toucan Interactive Corp,Holding Companies,1.00,0.00%,0.00%,-50.00%,$7.100M
TMAK,Touchmark Bancshares Inc,Banking Services,11.00,0.00%,0.00%,20.00%,$38.115M
TSBA,Touchstone Bank,Banking Services,11.25,2.27%,3.00%,-6.00%,$36.034M
TBLT,Toughbuilt Industries Inc,Household Goods,6.23,-15.23%,172.00%,-94.00%,$5.370M
TSEM,TOWER SEMICONDUCTOR LTD,Semiconductors & Semiconductor Equipment ,47.20,-3.08%,3.00%,66.00%,$5.094B
TCNB,Town Center Bank,Banking Services,3.80,-1.30%,-5.00%,1.00%,$8.865M
TOWN,TowneBank,Banking Services,30.05,1.16%,11.00%,-6.00%,$2.182B
TSQ,Townsquare Media Inc,Media & Publishing,9.31,3.87%,18.00%,-26.00%,$119.885M
TM,Toyota Motor Corp (ADR),Automobiles & Auto Parts,158.60,-3.21%,1.00%,-13.00%,$258.756B
TPBA,TPB Acquisition Corporation I,Holding Companies,9.74,0.10%,0.00%,0.00%,$175.671M
TPG,TPG Inc,Investment Banking & Investment Services,31.98,14.31%,35.00%,0.00%,$7.344B
TPGY,TPG Pace Beneficial Finance Corp,Holding Companies,9.97,0.10%,0.00%,-4.00%,$348.950M
YTPG,TPG Pace Beneficial II Corp,Holding Companies,9.76,0.10%,0.00%,0.00%,$400.160M
TRTX,TPG RE Finance Trust Inc,Residential & Commercial REITs,10.17,-0.97%,6.00%,-21.00%,$787.189M
TPIC,TPI Composites Inc,Renewable Energy,23.93,52.93%,109.00%,-42.00%,$892.278M
TPTW,TPT Global Tech Inc,Telecommunications Services,0.01,-1.69%,-6.00%,-52.00%,$5.261M
TRAC,Track Data Corporation,Professional & Commercial Services  ,20.00,0.00%,0.00%,-60.00%,$1.660M
TRCK,Track Group Inc,Communications & Networking,0.35,0.00%,13.00%,-81.00%,$4.152M
TCON,TRACON Pharmaceuticals Inc,Pharmaceuticals,2.09,23.95%,14.00%,-43.00%,$44.772M
TSCO,Tractor Supply Co,Other Specialty Retailers,194.90,0.72%,-5.00%,-1.00%,$21.634B
TTD,Trade Desk Inc,Software & IT Services,71.59,48.39%,80.00%,-13.00%,$31.649B
UPTD,TradeUP Acquisition Corp,Holding Companies,10.05,0.00%,0.00%,0.00%,$58.793M
TW,Tradeweb Markets Inc,Investment Banking & Investment Services,72.50,4.48%,6.00%,-18.00%,$7.799B
COOK,Traeger Inc,Household Goods,3.95,23.46%,1.00%,-85.00%,$466.937M
TCOA,Trajectory Alpha Acquisition Corp,Holding Companies,9.85,-0.10%,0.00%,0.00%,$169.913M
TT,Trane Technologies PLC,"Machinery, Equipment & Components",158.64,4.67%,22.00%,-17.00%,$36.760B
TGGI,Trans Global Group Inc,Holding Companies,0.01,50.79%,7.00%,70.00%,$107.453M
TNLX,Trans-Lux Corporation,Electronic Equipment & Parts,0.40,84.75%,-51.00%,-17.00%,$5.361M
TEGY,TransAct Energy Corp,Oil & Gas,0.03,50.00%,-35.00%,230.00%,$2.107M
TACT,TransAct Technologies Incorporated,"Computers, Phones & Household Electronics",4.55,2.97%,18.00%,-70.00%,$45.091M
TAKD,TransAKT Ltd,"Machinery, Equipment & Components",0.04,-15.00%,-15.00%,13.00%,$5.007M
TAC,TransAlta Corporation (USA),Electrical Utilities & IPPs,9.98,-12.40%,-15.00%,-1.00%,$2.835B
TRNS,"Transcat, Inc.",Professional & Commercial Services  ,76.89,8.39%,48.00%,12.00%,$580.366M
RNAZ,Transcode Therapeutics Inc,Biotechnology & Medical Research,1.36,12.60%,5.00%,-53.00%,$17.649M
TCI,Transcontinental Realty Investors Inc,Real Estate Operations,43.60,5.23%,8.00%,21.00%,$376.660M
TDG,TransDigm Group Incorporated,Aerospace & Defense,661.50,5.15%,24.00%,10.00%,$35.876B
TGA,TransGlobe Energy Corporation (USA),Oil & Gas,3.39,4.18%,-1.00%,95.00%,$244.775M
TMDX,TransMedics Group Inc,Healthcare Equipment & Supplies,46.94,16.92%,39.00%,52.00%,$1.319B
RIG,Transocean LTD,Oil & Gas Related Equipment and Services,3.58,-1.12%,39.00%,7.00%,$2.526B
TGAN,Transphorm Technology Inc,Semiconductors & Semiconductor Equipment ,5.58,12.13%,33.00%,0.00%,$315.761M
TGS,Transportadora de Gas del Sur SA (ADR),Oil & Gas,6.19,4.06%,22.00%,25.00%,$469.864M
TLSS,Transportation and Logistics Systems Inc,Freight & Logistics Services,0.01,18.69%,11.00%,-56.00%,$20.905M
TRU,TransUnion,Professional & Commercial Services  ,81.99,4.57%,-1.00%,-31.00%,$15.783B
TRIQ,Traqiq Inc,Software & IT Services,3.00,0.00%,-21.00%,-75.00%,$12.519M
TNL,Travel + Leisure Co,Hotels & Entertainment Services,45.76,2.00%,10.00%,-15.00%,$3.836B
TA,Travelcenters of America Inc,Oil & Gas,53.99,4.85%,47.00%,34.00%,$802.075M
TRV,Travelers Companies Inc,Insurance,168.81,4.36%,6.00%,6.00%,$40.061B
TZOO,Travelzoo,Hotels & Entertainment Services,6.35,5.23%,-4.00%,-57.00%,$79.324M
TVTX,Travere Therapeutics Inc,Biotechnology & Medical Research,27.15,18.71%,19.00%,88.00%,$1.736B
TMCI,Treace Medical Concepts Inc,Healthcare Equipment & Supplies,19.42,2.05%,20.00%,-24.00%,$1.076B
TIG,Trean Insurance Group Inc,Insurance,4.92,-8.61%,-9.00%,-47.00%,$251.914M
TGL,Treasure Global Inc,Software & IT Services,17.82,0.00%,0.00%,0.00%,$286.528M
TG,Tredegar Corporation,Metals & Mining,11.31,8.67%,11.00%,-13.00%,$384.336M
TCOR,"TreeCon Resources, Inc.",Paper & Forest Products,0.46,0.00%,-2.00%,-8.00%,$8.563M
THS,TreeHouse Foods Inc.,Food & Tobacco,47.47,5.71%,6.00%,23.00%,$2.660B
CANN,Trees Corp,Food & Drug Retailing ,0.23,-0.13%,-4.00%,-54.00%,$21.836M
TREN,Trend Innovations Holding Inc,Software & IT Services,1.48,15.00%,21.00%,-57.00%,$38.948M
TMICY,Trend Micro Incorporated (ADR),Software & IT Services,63.71,11.77%,23.00%,21.00%,$8.970B
TRVN,Trevena Inc,Biotechnology & Medical Research,0.24,6.76%,-33.00%,-81.00%,$40.006M
TRVI,Trevi Therapeutics Inc,Biotechnology & Medical Research,4.27,23.48%,25.00%,103.00%,$165.189M
TRXA,Trex Acquisition Corp,Software & IT Services,0.60,0.00%,0.00%,-39.00%,$9.701M
TREX,Trex Company Inc,Homebuilding & Construction Supplies,57.18,-9.75%,3.00%,-47.00%,$6.305B
TRCY,Tri City Bankshares Corporation,Banking Services,18.40,-3.78%,-4.00%,-19.00%,$163.852M
TPH,Tri Pointe Homes Inc (Delaware),Homebuilding & Construction Supplies,18.68,5.83%,-1.00%,-23.00%,$1.899B
TY,Tri-Continental Corporation,Collective Investments ,29.24,2.21%,9.00%,-15.00%,$1.524B
TBBC,Triad Business Bank,Banking Services,9.90,0.00%,-3.00%,-2.00%,$65.360M
XNDA,Tribal Rides International Corp,Software & IT Services,0.22,49.92%,0.00%,50.00%,$8.251M
TCDA,Tricida Inc,Biotechnology & Medical Research,13.13,27.66%,33.00%,225.00%,$730.934M
TCBK,TriCo Bancshares,Banking Services,47.57,1.93%,5.00%,14.00%,$1.586B
TRS,TriMas Corp,"Machinery, Equipment & Components",29.02,-1.07%,11.00%,-10.00%,$1.219B
TMXN,Trimax Corp,Holding Companies,0.01,-11.46%,-16.00%,-40.00%,$4.353M
TRMB,Trimble Inc,Software & IT Services,70.32,0.39%,23.00%,-21.00%,$17.415B
TRAQ,Trine II Acquisition Corp,Holding Companies,10.00,0.00%,1.00%,0.00%,$414.000M
,TriNet Group Inc,Professional & Commercial Services  ,89.16,6.29%,14.00%,-2.00%,$5.539B
TRIB,Trinity Biotech plc (ADR),Healthcare Equipment & Supplies,1.38,2.17%,4.00%,-38.00%,$52.588M
TRIN,Trinity Capital Inc,Investment Banking & Investment Services,15.79,5.15%,11.00%,5.00%,$399.629M
TRN,Trinity Industries Inc,"Machinery, Equipment & Components",27.32,4.69%,22.00%,-8.00%,$2.240B
TPHS,Trinity Place Holdings Inc,Real Estate Operations,1.13,-8.55%,-3.00%,-55.00%,$41.740M
TSE,Trinseo PLC,Chemicals,30.57,-9.71%,-23.00%,0.00%,$1.105B
TRT,Trio-Tech International,Semiconductors & Semiconductor Equipment ,5.08,-2.09%,18.00%,18.00%,$20.453M
TCOM,Trip.com Group Ltd (ADR),Hotels & Entertainment Services,25.94,-3.43%,-1.00%,6.00%,$12.464B
TRIP,Tripadvisor Inc,Hotels & Entertainment Services,26.05,29.25%,51.00%,-27.00%,$3.309B
TPVG,Triplepoint Venture Growth BDC Corp,Investment Banking & Investment Services,13.69,-1.86%,8.00%,-15.00%,$425.403M
TRIS,Tristar Acquisition I Corp,Investment Banking & Investment Services,9.88,-0.80%,0.00%,0.00%,$227.240M
TRIRF,Triterras Inc,Financial Technology (Fintech) & Infrastructure,0.90,7.61%,10.00%,-82.00%,$74.876M
DCFC,Tritium Dcfc Ltd,"Machinery, Equipment & Components",7.12,12.69%,30.00%,0.00%,$1.090B
TRTN,Triton International Ltd,Professional & Commercial Services  ,67.18,3.48%,19.00%,21.00%,$4.167B
.TBK,Triumph Bancorp Inc,Banking Services,73.55,0.69%,16.00%,-12.00%,$1.799B
TGI,Triumph Group Inc,Aerospace & Defense,14.80,1.73%,11.00%,-24.00%,$961.556M
TRVG,Trivago NV - ADR,Software & IT Services,1.75,10.39%,19.00%,-40.00%,$173.086M
TRKA,Troika Media Group Inc,Media & Publishing,0.70,-3.54%,21.00%,-61.00%,$44.883M
TGRP,Tron Group Inc,Telecommunications Services,0.70,0.00%,-6.00%,-62.00%,$114.330M
TROX,Tronox Holdings PLC,Chemicals,15.78,-2.29%,0.00%,-18.00%,$2.436B
TROO,TROOPS Inc,Banking Services,2.43,-6.18%,9.00%,-59.00%,$246.883M
TREP,Trucept Inc,Professional & Commercial Services  ,0.04,-5.08%,-10.00%,-44.00%,$2.161M
TBI,Trueblue Inc,Professional & Commercial Services  ,21.33,0.33%,19.00%,-19.00%,$697.192M
TRUE,TrueCar Inc,Software & IT Services,2.57,-1.57%,-1.00%,-37.00%,$232.909M
THST,Truett-Hurst Inc,Beverages,0.37,0.00%,-18.00%,-54.00%,$1.675M
TFC,Truist Financial Corp,Banking Services,51.02,0.99%,7.00%,-11.00%,$67.929B
TRUHY,Truly International Holdings Ltd. (ADR),Electronic Equipment & Parts,4.71,0.00%,0.00%,-27.00%,$774.611M
TRUP,Trupanion Inc,Insurance,75.46,6.40%,17.00%,-26.00%,$3.075B
TRST,TrustCo Bank Corp NY,Banking Services,34.87,1.98%,13.00%,1.00%,$666.958M
HEME,Trustfeed Corp,Professional & Commercial Services  ,0.00,-6.25%,-9.00%,-88.00%,$1.741M
TRMK,Trustmark Corp,Banking Services,33.45,0.64%,13.00%,6.00%,$2.047B
TRUX,Truxton Corp,Banking Services,68.50,0.00%,4.00%,11.00%,$138.096M
TRX,TRX GOLD CORP,Metals & Mining,0.48,0.79%,42.00%,14.00%,$132.071M
MEDS,Trxade Health Inc,Software & IT Services,1.48,-1.32%,-10.00%,-70.00%,$12.107M
TNP,Tsakos Energy Navigation Ltd.,Oil & Gas Related Equipment and Services,14.25,7.72%,41.00%,79.00%,$259.578M
TCRX,Tscan Therapeutics Inc,Biotechnology & Medical Research,3.70,-5.32%,9.00%,-63.00%,$19.029M
TSRI,TSR Inc,Software & IT Services,9.50,1.48%,13.00%,3.00%,$20.387M
TSSI,TSS Inc,Professional & Commercial Services  ,0.47,0.00%,-9.00%,16.00%,$9.017M
TTEC,TTEC Holdings Inc,Software & IT Services,59.14,-20.81%,-6.00%,-43.00%,$2.792B
TTMI,"TTM Technologies, Inc.",Semiconductors & Semiconductor Equipment ,16.02,20.21%,37.00%,15.00%,$1.637B
TC,TuanChe Ltd (ADR),Professional & Commercial Services  ,2.38,-0.99%,5.00%,-15.00%,$1.785M
TCX,Tucows Inc. (USA),Software & IT Services,51.89,14.02%,25.00%,-30.00%,$558.855M
TUEM,Tuesday Morning Corporation,Diversified Retail,0.29,53.43%,-7.00%,-92.00%,$24.993M
TUFN,Tufin Software Technologies Ltd,Software & IT Services,12.33,-0.65%,-2.00%,8.00%,$443.535M
TOUR,Tuniu Corp,Hotels & Entertainment Services,0.95,-5.09%,-19.00%,-49.00%,$333.399M
TUP,Tupperware Brands Corporation,Household Goods,11.41,19.31%,70.00%,-54.00%,$507.300M
TKC,Turkcell Iletisim Hizmetleri A.S. (ADR),Telecommunications Services,2.55,6.78%,0.00%,-45.00%,$2.244B
TKGBY,Turkiye Garanti Bankasi AS (ADR),Banking Services,0.93,0.00%,10.00%,-21.00%,$3.885B
TMPM,Turmeric Acquisition Corp,Holding Companies,9.96,0.15%,0.00%,2.00%,$101.502M
TVOG,Turner Venture Group Inc,Investment Banking & Investment Services,0.01,3.57%,-17.00%,-8.00%,$1.019M
TPB,Turning Point Brands Inc,Food & Tobacco,24.95,4.29%,-12.00%,-46.00%,$445.033M
TPTX,Turning Point Therapeutics Inc,Biotechnology & Medical Research,75.00,-0.28%,0.00%,15.00%,$3.756B
TRQ,Turquoise Hill Resources Ltd,Metals & Mining,25.65,0.88%,4.00%,64.00%,$5.162B
HEAR,Turtle Beach Corp,"Computers, Phones & Household Electronics",9.83,-26.80%,-25.00%,-65.00%,$162.451M
THCA,Tuscan Holdings Corp II,Holding Companies,10.37,0.00%,0.00%,3.00%,$76.686M
TSP,Tusimple Holdings Inc,Integrated Hardware & Software,9.39,2.78%,17.00%,-69.00%,$1.883B
TPC,Tutor Perini Corp,Construction & Engineering,7.11,-19.40%,-16.00%,-50.00%,$365.155M
TUXS,Tuxis Corp.,Real Estate Operations,3.10,0.00%,0.00%,-14.00%,$3.026M
TUYA,Tuya Inc (ADR),Software & IT Services,1.77,-2.17%,-15.00%,-90.00%,$741.357M
TWLV,Twelve Seas Investment Co II,Holding Companies,9.85,0.10%,0.00%,2.00%,$351.122M
TWLO,Twilio Inc,Software & IT Services,85.58,-11.73%,2.00%,-76.00%,$14.832B
TWIN,"Twin Disc, Incorporated","Machinery, Equipment & Components",10.19,8.17%,21.00%,-31.00%,$139.114M
TRCA,Twin Ridge Capital Acquisition Corp,Holding Companies,9.85,0.10%,0.00%,2.00%,$209.894M
VEEE,Twin Vee Powercats Co,Leisure Products,4.00,3.43%,45.00%,-14.00%,$28.000M
TLCC,Twinlab Consolidated Holdings Inc,Food & Tobacco,0.14,0.00%,0.00%,-14.00%,$36.273M
TWST,Twist Bioscience Corp,Pharmaceuticals,49.08,14.41%,28.00%,-51.00%,$2.766B
,Twitter Inc,Software & IT Services,43.94,8.37%,18.00%,-31.00%,$33.625B
TWOA,Two,Holding Companies,9.83,0.15%,1.00%,1.00%,$216.909M
TWOH,Two Hands Corp,Software & IT Services,0.19,-40.50%,100.00%,-96.00%,$19.953M
TWO,Two Harbors Investment Corp,Residential & Commercial REITs,5.12,-3.23%,6.00%,-22.00%,$1.764B
TRVR,Two Rivers Financial Group Inc,Banking Services,40.50,0.00%,9.00%,2.00%,$93.636M
TYL,"Tyler Technologies, Inc.",Software & IT Services,407.22,0.93%,23.00%,-13.00%,$16.933B
TYME,Tyme Technologies Inc,Biotechnology & Medical Research,0.33,8.74%,13.00%,-69.00%,$57.190M
TYRA,Tyra Biosciences Inc,Biotechnology & Medical Research,11.07,17.47%,14.00%,0.00%,$464.652M
TSN,"Tyson Foods, Inc.",Food & Tobacco,80.69,-9.37%,-3.00%,-3.00%,$23.369B
TZPS,TZP Strategies Acquisition Corp,Holding Companies,9.89,0.10%,0.00%,2.00%,$284.338M
USEG,U.S. Energy Corp.,Oil & Gas,3.51,-2.05%,-5.00%,-14.00%,$87.483M
GROW,"U.S. Global Investors, Inc.",Investment Banking & Investment Services,4.24,0.48%,1.00%,-35.00%,$58.796M
UAPC,UAPC INC,Oil & Gas,0.00,-20.00%,0.00%,-94.00%,$1.159M
USDR,UAS Drone Corp,Aerospace & Defense,0.22,0.00%,10.00%,-39.00%,$11.928M
UBER,Uber Technologies Inc,Software & IT Services,32.24,8.65%,51.00%,-22.00%,$63.833B
UI,Ubiquiti Inc,Communications & Networking,316.27,2.83%,23.00%,2.00%,$19.108B
UBS,UBS Group AG (USA),Investment Banking & Investment Services,16.95,1.97%,7.00%,-2.00%,$65.411B
UCASU,UC Asset LP,Investment Banking & Investment Services,0.60,-65.31%,147.00%,-54.00%,$3.292M
UCL,Ucloudlink Group Inc,Telecommunications Services,0.76,-10.02%,-31.00%,-88.00%,$121.645M
UK,Ucommune International Ltd,Real Estate Operations,4.78,4.67%,26.00%,-80.00%,$16.951M
UDMY,Udemy Inc,Software & IT Services,14.59,22.02%,43.00%,0.00%,$2.054B
UDR,"UDR, Inc.",Residential & Commercial REITs,49.19,6.52%,10.00%,-8.00%,$15.983B
UFPI,Ufp Industries Inc,Paper & Forest Products,89.31,-2.43%,23.00%,16.00%,$5.504B
UFPT,"UFP Technologies, Inc.",Healthcare Equipment & Supplies,91.26,0.87%,20.00%,41.00%,$690.017M
UGI,UGI Corp,Natural Gas Utilities,41.00,-6.39%,0.00%,-16.00%,$8.585B
RGLG,UHF Logistics Group Inc,Investment Banking & Investment Services,0.04,85.00%,48.00%,102.00%,$2.176M
PATH,UiPath Inc,Software & IT Services,20.00,4.10%,16.00%,-65.00%,$9.246B
ULTA,Ulta Beauty Inc,Other Specialty Retailers,390.03,2.30%,-1.00%,3.00%,$20.211B
UCTT,Ultra Clean Holdings Inc,Semiconductors & Semiconductor Equipment ,32.90,-6.68%,6.00%,-25.00%,$1.495B
RARE,Ultragenyx Pharmaceutical Inc,Biotechnology & Medical Research,51.25,-2.69%,-19.00%,-44.00%,$3.589B
ULBI,Ultralife Corp.,"Machinery, Equipment & Components",4.79,3.45%,12.00%,-43.00%,$77.277M
UGP,Ultrapar Participacoes SA (ADR),Oil & Gas,2.66,9.38%,26.00%,-6.00%,$1.297B
UMHL,Umatrin Holding Ltd,Other Specialty Retailers,0.01,0.00%,-11.00%,-77.00%,$1.624M
UMBF,UMB Financial Corp,Banking Services,95.63,3.56%,12.00%,1.00%,$4.620B
UMH,"UMH Properties, Inc",Residential & Commercial REITs,19.33,-6.39%,1.00%,-17.00%,$1.057B
UMPQ,Umpqua Holdings Corp,Banking Services,18.76,4.56%,10.00%,-10.00%,$4.072B
UAA,Under Armour Inc,Textiles & Apparel,9.85,4.61%,17.00%,-62.00%,$1.858B
UNEX,Unex Holdings Inc,Metals & Mining,5.50,0.00%,0.00%,100.00%,$560.192M
UNICY,Unicharm Corp - ADR,Personal &Household Products & Services,7.31,3.38%,6.00%,-14.00%,$22.691B
UNAM,Unico American Corporation,Insurance,1.96,7.61%,3.00%,-55.00%,$10.398M
UNCY,Unicycive Therapeutics Inc,Biotechnology & Medical Research,0.74,0.92%,-7.00%,-73.00%,$11.127M
UFI,"Unifi, Inc.",Textiles & Apparel,12.84,4.13%,9.00%,-36.00%,$237.258M
UNF,UniFirst Corp,Professional & Commercial Services  ,193.65,-0.30%,9.00%,-12.00%,$2.923B
UL,Unilever plc (ADR),Personal &Household Products & Services,47.65,-0.86%,5.00%,-16.00%,$62.441B
UNB,"Union Bankshares, Inc.",Banking Services,26.60,-2.59%,-2.00%,-24.00%,$119.594M
UELMO,Union Electric Co,Electrical Utilities & IPPs,78.00,0.00%,-2.00%,-18.00%,$3.120M
UNP,Union Pacific Corporation,Freight & Logistics Services,239.25,4.49%,13.00%,3.00%,$149.407B
UFAB,Unique Fabricating Inc,Chemicals,1.25,13.30%,18.00%,-56.00%,$14.666M
UNQL,Unique Logistics International Inc,Freight & Logistics Services,0.01,-6.52%,-4.00%,-77.00%,$8.984M
QURE,Uniqure NV,Biotechnology & Medical Research,19.69,-20.58%,-14.00%,-33.00%,$920.094M
UNIR,Uniroyal Global Engineered Products Inc,Textiles & Apparel,1.45,2.86%,-5.00%,8.00%,$4.947M
UIS,Unisys Corporation,Software & IT Services,10.29,-23.56%,-16.00%,-56.00%,$697.518M
UNTC,Unit Corp,Oil & Gas,60.00,1.72%,17.00%,220.00%,$603.060M
UAL,United Airlines Holdings Inc,Passenger Transportation Services,38.67,0.16%,2.00%,-18.00%,$12.635B
UBCP,"United Bancorp, Inc.",Banking Services,15.22,-1.73%,2.00%,4.00%,$87.454M
